row_id,file,line_number,entry_type,speaker_clean,speaker_raw,original_jp,vietnamese,tag_codes,scene_type,notes
669,EV_rinko.ks,63,dialogue,成瀬 凛子 (Rinko),#凛子,俺は少し考えたあと、手にしていたトレーから熱々のホットタオルを一枚取り出し、[r]意を決して部屋へ入った。[p],"Suy nghĩ một lát, tôi lấy một chiếc khăn nóng hổi từ khay đang cầm trên tay,[r]rồi quyết tâm bước vào phòng.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
670,EV_rinko.ks,69,dialogue,日高 舜 (MC),[舜],[舜]「失礼いたします…あ、あの…ホットタオルをお持ちしました…サービスということで」[p],"[舜]「Xin thất lễ... a, dạ... tôi mang khăn nóng đến đây ạ... xem như là dịch vụ đặc biệt.」[p]","[舜], [p]",Story_Main,Có tag [p] chuyển trang
671,EV_rinko.ks,70,dialogue,成瀬 凛子 (Rinko),#凛子,男の顔にタオルをのせ、視界を遮った。[p],"Tôi đắp chiếc khăn lên mặt gã đàn ông, che khuất tầm nhìn của lão.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
672,EV_rinko.ks,71,dialogue,客の男,客の男,客の男「お、おお…サービスか、うん、気持ちいい…っていうか男の店員いたのか」[p],"Khách nam「Ô, ồ... dịch vụ đặc biệt à, ừm, dễ chịu thật... mà khoan, có cả nhân viên nam cơ à?」[p]",[p],Story_Main,Có tag [p] chuyển trang
673,EV_rinko.ks,73,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はい。彼のホットタオルの拭き取りは極上なのでお願いしているんです」[p],Rinko「Vâng ạ. Kỹ thuật lau bằng khăn nóng của cậu ấy là tuyệt hảo nên tôi mới nhờ cậu ấy làm.」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
674,EV_rinko.ks,74,dialogue,客の男,客の男,客の男「うん、うん…そうか、ってことは毎回いるのか」[p],"Khách nam「Ừm, ừm... ra vậy, thế nghĩa là lần nào cậu ta cũng ở đây à?」[p]",[p],Story_Main,Có tag [p] chuyển trang
675,EV_rinko.ks,75,dialogue,成瀬 凛子 (Rinko),#凛子,ホットタオルを取った時には、すでに毒気を抜かれた男の顔があった。[r]凛子さんがそっとウィンクをくれる。[r]それに応えるように軽く頭を下げ、俺は静かにその場を後にした。[p],"Khi lấy chiếc khăn ra, khuôn mặt gã đàn ông đã không còn vẻ tà dâm nữa.[r]Cô Rinko khẽ nháy mắt với tôi.[r]Đáp lại, tôi cúi đầu nhẹ rồi lặng lẽ rời khỏi đó.[p]","[r], [r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
676,EV_rinko.ks,84,dialogue,成瀬 凛子 (Rinko),凛子,凛子「[舜]くん、助かっちゃった。ありがとうね」[p],"Rinko「Shun-kun, may mà có cháu giúp. Cô cảm ơn nhé.」[p]","[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
677,EV_rinko.ks,85,dialogue,成瀬 凛子 (Rinko),#凛子,そう言って、凛子さんは少し照れくさそうに笑った。[p],"Nói rồi, cô Rinko mỉm cười có chút ngượng ngùng.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
678,EV_rinko.ks,87,dialogue,成瀬 凛子 (Rinko),凛子,凛子「せっかく遊びに来てくれたのに手伝わせちゃったあげく、助けてもらっちゃって」[p],"Rinko「Cháu cất công đến chơi mà cô lại bắt cháu phụ giúp, cuối cùng còn phải nhờ cháu giải vây nữa chứ.」[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
679,EV_rinko.ks,89,dialogue,成瀬 凛子 (Rinko),凛子,凛子「たまにいるのよね、ああいうタイプのお客さま。[r]困っちゃうけど、強く言いづらいこともあって…」[p],Rinko「Thỉnh thoảng cũng có những vị khách kiểu như vậy đấy.[r]Tuy rất khó xử nhưng cô cũng khó mà nói thẳng thừng được...」[p],"[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
680,EV_rinko.ks,90,dialogue,成瀬 凛子 (Rinko),#凛子,[舜](まぁ、エロいから触りたくなる気持ちはわかるけど)[p],"[舜](Mà, nhìn cô gợi cảm thế này thì cái cảm giác muốn sờ soạng cũng dễ hiểu thôi)[p]","[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
681,EV_rinko.ks,91,dialogue,日高 舜 (MC),[舜],[舜]「あ、あの…次から、お客様がいらしたときのご案内、僕がやります」[p],"[舜]「A, dạ... từ lần sau, cứ để cháu ra đón khách cho ạ.」[p]","[舜], [p]",Story_Main,Có tag [p] chuyển trang
682,EV_rinko.ks,93,dialogue,成瀬 凛子 (Rinko),凛子,凛子「え、でも──」[p],"Rinko「Hả, nhưng mà──」[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
683,EV_rinko.ks,94,dialogue,日高 舜 (MC),[舜],[舜]「話せるように練習します！　[r]男がいるってわかれば、下手なことできませんよ」[p],[舜]「Cháu sẽ tập nói chuyện cho trôi chảy! [r]Nếu biết có đàn ông ở đây thì họ sẽ không dám làm càn đâu ạ.」[p],"[舜], [r], [p]",Story_Main,Có tag [r] xuống dòng | Có tag [p] chuyển trang
684,EV_rinko.ks,96,dialogue,成瀬 凛子 (Rinko),#凛子,"[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""]凛子「ありがとう、本当に[舜]くんがいてくれてよかったわ」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""]Rinko「Cảm ơn cháu, thật may vì có Shun-kun ở đây.」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""], [舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
685,EV_rinko.ks,97,dialogue,成瀬 凛子 (Rinko),#凛子,その言葉とともに向けられた笑顔は、これまでで一番明るく、心からのものに見えた。[p],"Cùng với lời nói đó là một nụ cười rạng rỡ nhất từ trước đến nay, có vẻ như đó là nụ cười xuất phát từ tận đáy lòng.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
686,EV_rinko.ks,98,dialogue,成瀬 凛子 (Rinko),#凛子,[舜]（俺、コミュ障なのに大丈夫か…？）[p],"[舜]（Mình bị hội chứng sợ giao tiếp mà, có ổn không đây...?）[p]","[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
687,EV_rinko.ks,99,dialogue,成瀬 凛子 (Rinko),#凛子,安請け合いだっただろうか。けれど、その不安を打ち消すように――[r]目の前で笑ってくれる凛子さんの表情が、胸にじんわりと響いた。[p],"Liệu mình có hứa suông quá không nhỉ. Thế nhưng, như để xua tan đi nỗi bất an đó――[r]Nét mặt tươi cười của cô Rinko trước mắt khiến tim tôi khẽ rung động.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
688,EV_rinko.ks,100,dialogue,成瀬 凛子 (Rinko),#凛子,（ま、やるしかないか……！）[p],"（Mà, đành phải làm thôi chứ sao……!）[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
689,EV_rinko.ks,101,dialogue,成瀬 凛子 (Rinko),#凛子,そう心の中でつぶやきながら、俺は小さく拳を握った。[p],"Vừa lẩm bẩm trong lòng, tôi vừa khẽ nắm chặt nắm đấm.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
690,EV_rinko.ks,105,dialogue,成瀬 凛子 (Rinko),#凛子,"[font color=""yellow""]テンションが上がった[resetfont][p]","[font color=""yellow""]Chỉ số Hưng phấn đã tăng[resetfont][p]","[font color=""yellow""], [resetfont], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
691,EV_rinko2.ks,32,dialogue,成瀬 凛子 (Rinko),凛子,凛子「[舜]くん、着替え終わった？　じゃあ、うつぶせになって寝転んでみようか」[p],"Rinko「Shun-kun, cháu thay đồ xong chưa? Vậy thì, cháu thử nằm sấp xuống xem nào.」[p]","[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
692,EV_rinko2.ks,33,dialogue,成瀬 凛子 (Rinko),#凛子,凛子さんに促され、お客さん用のマットレスにうつぶせになる。[p],"Nghe cô Rinko giục, tôi nằm sấp xuống tấm nệm dành cho khách.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
693,EV_rinko2.ks,34,dialogue,成瀬 凛子 (Rinko),#凛子,[舜]（まさか、実際にマッサージしてもらえるとは…）[p],[舜]（Không ngờ lại được đích thân cô ấy massage cho thế này...）[p],"[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
694,EV_rinko2.ks,35,dialogue,成瀬 凛子 (Rinko),#凛子,今日はただ、休憩時間に顔を出して、ちょっとだけ凛子さんとデート気分を味わえれば…[r]そんな軽い気持ちだった。[r]「マッサージを覚えたい」と俺が話したことを覚えていてくれたらしい。[p],"Hôm nay tôi chỉ định ghé qua lúc nghỉ giải lao, để tận hưởng chút cảm giác hẹn hò với cô Rinko thôi...[r]Chỉ là tâm trạng nhẹ nhàng như thế.[r]Có vẻ cô ấy vẫn nhớ chuyện tôi từng nói ""Cháu muốn học cách massage"".[p]","[r], [r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
695,EV_rinko2.ks,37,dialogue,成瀬 凛子 (Rinko),凛子,凛子「マッサージを覚えるなら、まず実際に施術を受けてみるのが１番だから」[p],Rinko「Nếu muốn học massage thì cách tốt nhất là cháu phải tự mình trải nghiệm trước đã.」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
696,EV_rinko2.ks,39,dialogue,成瀬 凛子 (Rinko),凛子,凛子「どんな感じなのかお客さん気分で楽しんでね」[p],Rinko「Hãy cứ tận hưởng cảm giác như một vị khách thực sự nhé.」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
697,EV_rinko2.ks,40,dialogue,成瀬 凛子 (Rinko),#凛子,オイルが肌に触れるたびに、くちゅくちゅと小さな音が響き、[r]温かな手のひらの感触が背中に広がっていく。[r]その心地よさに、思わずまぶたが重くなる。[p],"Mỗi khi lớp dầu chạm vào da, lại phát ra những âm thanh nhóp nhép nho nhỏ,[r]cảm giác ấm áp từ lòng bàn tay cô lan tỏa khắp tấm lưng tôi.[r]Sự dễ chịu ấy khiến mí mắt tôi bất giác trĩu xuống.[p]","[r], [r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
698,EV_rinko2.ks,42,dialogue,成瀬 凛子 (Rinko),凛子,凛子「力加減、どうかな？」[p],Rinko「Lực ấn thế này đã vừa chưa cháu?」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
699,EV_rinko2.ks,43,dialogue,日高 舜 (MC),[舜],[舜]「気持ちいいです…」[p],[舜]「Dễ chịu lắm ạ...」[p],"[舜], [p]",Story_Main,Có tag [p] chuyển trang
700,EV_rinko2.ks,45,dialogue,成瀬 凛子 (Rinko),#凛子,"[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""]凛子「ふふっ、よかった。[r][舜]くんが“マッサージを覚えたい”って言ってくれたとき、本当に嬉しかったの」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""]Rinko「Khc..., may quá.[r]Lúc nghe Shun-kun nói ""Cháu muốn học massage"", cô đã vui lắm đấy.」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_01c.gif"" wait=""false""], [r], [舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
701,EV_rinko2.ks,47,dialogue,成瀬 凛子 (Rinko),凛子,凛子「外ではどうかわからないけど……[r]隼人は家では調子のいいことは言うけど、面倒なことはやってくれないから」[p],"Rinko「Ở ngoài thì cô không biết thế nào chứ……[r]Hayato ở nhà chỉ toàn nói mấy lời bùi tai, chứ mấy việc phiền phức thì chẳng bao giờ động tay vào đâu.」[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
702,EV_rinko2.ks,49,dialogue,成瀬 凛子 (Rinko),凛子,凛子「だから[舜]くんの真面目さが嬉しい。頼りにしてるからね」[p],Rinko「Thế nên cô rất vui vì sự chăm chỉ của Shun-kun. Cô trông cậy vào cháu đấy nhé.」[p],"[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
703,EV_rinko2.ks,50,dialogue,成瀬 凛子 (Rinko),#凛子,褒められて頼りにされるなんていつぶりだろう。[r]凛子さんの手の温もりに包まれながら、心地よさと嬉しさで体も心もとろけてしまいそうだった。[p],"Đã bao lâu rồi mình mới được khen ngợi và tin tưởng thế này nhỉ.[r]Được bao bọc trong hơi ấm từ đôi bàn tay cô Rinko, cả cơ thể lẫn tâm trí tôi như muốn tan chảy vì sung sướng và dễ chịu.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
704,EV_rinko2.ks,52,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はーい、じゃあ次は仰向けになってみようか」[p],"Rinko「Được rồ-i, vậy tiếp theo cháu nằm ngửa lại nhé.」[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
705,EV_rinko2.ks,53,dialogue,成瀬 凛子 (Rinko),#凛子,彼女の優しい声に現実へ引き戻され、慌てて仰向けになる。[p],"Giọng nói dịu dàng của cô ấy kéo tôi về với thực tại, tôi vội vàng nằm ngửa lại.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
706,EV_rinko2.ks,55,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あっ…」[p],Rinko「A...」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
707,EV_rinko2.ks,56,dialogue,成瀬 凛子 (Rinko),#凛子,思わず動きを止める。彼女の声色には驚きと、少しだけ戸惑いが混じっていた。[p],Tôi bất giác dừng lại. Trong giọng nói của cô ấy có sự ngạc nhiên pha lẫn chút bối rối.[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
708,EV_rinko2.ks,57,dialogue,成瀬 凛子 (Rinko),#凛子,[舜]（…やば）[p],[舜]（...Chết dở）[p],"[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
709,EV_rinko2.ks,58,dialogue,成瀬 凛子 (Rinko),#凛子,[舜](紙パンツ履いてるんだった)[p],[舜](Mình đang mặc quần lót giấy mà)[p],"[舜], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
710,EV_rinko2.ks,59,dialogue,成瀬 凛子 (Rinko),#凛子,体勢を変えた瞬間、思いがけず布越しの状態が目立ってしまったことに気づく。[r]焦りと恥ずかしさが一気にこみ上げてくる。[p],"Khoảnh khắc thay đổi tư thế, tôi chợt nhận ra thứ đó đang đội lên rõ mồn một sau lớp vải mỏng manh.[r]Sự bối rối và xấu hổ trào dâng trong chớp mắt.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
711,EV_rinko2.ks,60,dialogue,日高 舜 (MC),[舜],[舜]「す、すみませ──」[p],[舜]「Ch-Cháu xin lỗ──」[p],"[舜], [p]",Story_Main,Có tag [p] chuyển trang
712,EV_rinko2.ks,62,dialogue,成瀬 凛子 (Rinko),#凛子,"[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_04c.gif"" wait=""false""]凛子「大丈夫、男の子だもんね。こういうのは自然なことだから。」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_04c.gif"" wait=""false""]Rinko「Không sao đâu, cháu là con trai mà. Chuyện này cũng là tự nhiên thôi.」[p]","[chara_mod name=""kyara_rinko_sabun"" cross=""false"" time=""500"" storage=""chara/180/ADV_rinko_00_04c.gif"" wait=""false""], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
713,EV_rinko2.ks,64,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ふふっ、でも…ちょっと動きづらいかもしれないね。　[r]じゃぁ…お客様、こちらもマッサージしましょうか？」[p],"Rinko「Khc..., nhưng mà... có lẽ hơi khó cử động nhỉ. [r]Vậy thì... quý khách ơi, tôi massage luôn chỗ này cho quý khách nhé?」[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
714,EV_rinko2.ks,65,dialogue,成瀬 凛子 (Rinko),#凛子,凛子さんの手が、そっと肌の上を滑る。[p],Bàn tay cô Rinko nhẹ nhàng trượt trên làn da tôi.[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
715,EV_rinko2.ks,78,dialogue,成瀬 凛子 (Rinko),#凛子,オイルのぬくもりと、彼女の柔らかなタッチがじわじわと体に染み込んでくる。[r]性器に触れているのは指先だけのはずなのに、全身が熱を帯びていく感覚に思わず息が漏れた。[p],"Hơi ấm của dầu massage cùng những cái chạm mềm mại của cô ấy dần thấm sâu vào cơ thể tôi.[r]Dù chỉ mới là những đầu ngón tay chạm vào dương vật, nhưng cảm giác rạo rực lan tỏa khắp toàn thân khiến tôi bất giác thở hắt ra.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
716,EV_rinko2.ks,79,dialogue,日高 舜 (MC),[舜],[舜]「ちょ、ちょっと待って凛子さん！[r]俺こういうのは抵抗があるというか…かなり恥ずかしいというか」[p],[舜]「Kh-Khoan đã cô Rinko![r]Cháu thấy hơi ngại ngùng... hay nói đúng hơn là xấu hổ lắm ạ.」[p],"[舜], [r], [p]",Story_Main,Có tag [r] xuống dòng | Có tag [p] chuyển trang
717,EV_rinko2.ks,81,dialogue,成瀬 凛子 (Rinko),凛子,凛子「おてては体の横ですよ？　[r]恥ずかしがることなんてないよ？　気持ちよくなるコツは、素直に楽しむことだと思うな」[p],Rinko「Hai tay phải để dọc theo thân người chứ? [r]Đâu có gì phải xấu hổ đâu nào? Bí quyết để thấy sướng là cứ thành thật tận hưởng thôi cháu ạ.」[p],"[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
718,EV_rinko2.ks,82,dialogue,成瀬 凛子 (Rinko),#凛子,少し間が空いて、彼女が小さく笑う。[r]性器のくびれた部分を、何度も何度も集中的に擦られる。[r]触れられたところから熱が広がっていくようだった…すでに先から根元まで欲望でパンパンだ。[p],"Dừng lại một nhịp, cô ấy khẽ cười.[r]Phần khấc của dương vật liên tục bị chà xát một cách tập trung.[r]Hơi nóng như lan tỏa từ chính nơi cô ấy chạm vào... từ gốc đến ngọn đã căng cứng dục vọng mất rồi.[p]","[r], [r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
719,EV_rinko2.ks,83,dialogue,成瀬 凛子 (Rinko),#凛子,オイルをまとった手のぬるりと温かな感触だけで、簡単にすべてを吐き出しそうになってしまう。[p],"Chỉ với cảm giác trơn trượt và ấm áp từ bàn tay thấm đẫm dầu massage, tôi tưởng chừng như có thể dễ dàng bắn hết mọi thứ ra ngoài.[p]",[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
720,EV_rinko2.ks,84,dialogue,日高 舜 (MC),[舜],[舜]「ぅ…」[p],[舜]「Ư...」[p],"[舜], [p]",Story_Main,Có tag [p] chuyển trang
721,EV_rinko2.ks,86,dialogue,成瀬 凛子 (Rinko),凛子,凛子「可愛いお声が出てるね♡　素直が１番」[p],Rinko「Giọng rên nghe đáng yêu quá cơ♡ Thành thật là tốt nhất đấy.」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
722,EV_rinko2.ks,87,dialogue,成瀬 凛子 (Rinko),#凛子,アロマオイルのいい香りに自分の欲望の香り、そして凛子さんの甘い香りが混ざりクラクラしてしまう。[p],Hương thơm dịu nhẹ của tinh dầu massage hòa quyện cùng mùi dục vọng của chính tôi và hương thơm ngọt ngào từ cô Rinko khiến đầu óc tôi choáng váng.[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
723,EV_rinko2.ks,88,dialogue,成瀬 凛子 (Rinko),#凛子,油断していると先端を手のひらでクチュクチュと撫でられ、[r]声が出せないほどの快感に襲われ思わず腰を突き上げた。[p],"Trong lúc lơ là, phần đỉnh đã bị lòng bàn tay cô ấy xoa nắn nhóp nhép,[r]khoái cảm ập đến mãnh liệt đến mức không thốt nên lời, khiến tôi bất giác ứn hông lên.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
724,EV_rinko2.ks,90,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ここ…撫でられるの、好きなんでしょ？　身体がぴくって震えてるよ」[p],Rinko「Chỗ này... cháu thích được vuốt ve lắm đúng không? Cơ thể cháu đang run lên kìa.」[p],[p],Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [p] chuyển trang"
725,EV_rinko2.ks,91,dialogue,日高 舜 (MC),[舜],[舜]「き、気持ちいいです…」[p],[舜]「S-Sướng lắm ạ...」[p],"[舜], [p]",Story_Main,Có tag [p] chuyển trang
726,EV_rinko2.ks,93,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ふふ、喜んでくれてよかった。[r]もっと…もっと気持ちよくなれるといいね。……なんて、冗談よ」[p],"Rinko「Khc..., cháu thích là cô vui rồi.[r]Giá mà... cháu có thể sướng hơn nữa nhỉ. ......Cô đùa thôi.」[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
727,EV_rinko2.ks,94,dialogue,成瀬 凛子 (Rinko),#凛子,彼女は優しく微笑みながら、少し恥じらいを含んだ声でそう続けた。[r]その仕草があまりにも可愛くて、俺の胸の奥がじんわりと温かくなる。[p],"Cô ấy vừa dịu dàng mỉm cười, vừa tiếp lời bằng giọng điệu có chút e thẹn.[r]Cử chỉ đó đáng yêu đến mức khiến tận sâu trong tim tôi dần trở nên ấm áp.[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
728,EV_rinko2.ks,96,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ふふっ…ほんと、可愛い。[r]そんなに素直に感じてくれると、私まで嬉しくなっちゃう」[p],"Rinko「Khc... cháu đáng yêu thật đấy.[r]Thấy cháu thành thật tận hưởng thế này, cô cũng vui lây đây này.」[p]","[r], [p]",Story_Main,"Mẹ Rinko: lịch thiệp, đằm thắm, xưng cô - cháu (hoặc tôi/chị - Shun-kun) | Có tag [r] xuống dòng | Có tag [p] chuyển trang"
